date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-01-01,-6,-11,0.0,8.2,2,2,31,09:57 AM,09:15 PM,07:36 AM,03:59 PM,-13,-13,-9,-13,11,7,73,0.0,1027,-6,10,259,8
2009-01-02,-4,-11,0.0,6.9,1,1,38,10:12 AM,10:25 PM,07:36 AM,04:00 PM,-9,-11,-8,-11,14,33,93,0.0,1025,-4,3,238,8
2009-01-03,-4,-11,0.0,8.7,2,2,45,10:28 AM,11:37 PM,07:36 AM,04:01 PM,-10,-11,-8,-11,12,4,88,0.0,1027,-4,6,201,6
2009-01-04,-6,-12,0.0,5.1,1,1,52,10:45 AM,No moonset,07:36 AM,04:02 PM,-10,-13,-9,-13,14,63,91,0.0,1018,-6,6,251,8
2009-01-05,-5,-7,0.3,3.3,1,1,60,11:04 AM,12:53 AM,07:36 AM,04:03 PM,-7,-9,-6,-9,9,96,91,0.4,1017,-5,7,172,6
2009-01-06,-5,-10,0.0,8.7,2,2,67,11:29 AM,02:13 AM,07:35 AM,04:04 PM,-9,-10,-8,-10,8,61,88,0.0,1024,-5,8,121,5
2009-01-07,-6,-13,0.0,3.3,1,1,74,12:02 PM,03:36 AM,07:35 AM,04:05 PM,-11,-14,-10,-14,13,63,94,0.0,1021,-6,5,219,8
2009-01-08,-3,-13,0.0,8.7,2,2,82,12:48 PM,04:58 AM,07:35 AM,04:06 PM,-10,-13,-9,-13,15,16,91,0.0,1029,-3,8,284,8
2009-01-09,-5,-14,0.0,8.7,2,2,89,01:52 PM,06:11 AM,07:34 AM,04:08 PM,-12,-14,-10,-14,10,6,88,0.0,1034,-5,7,224,5
2009-01-10,-2,-14,0.0,8.7,2,2,96,03:11 PM,07:11 AM,07:34 AM,04:09 PM,-11,-10,-9,-10,6,3,87,0.0,1034,-2,6,238,3
2009-01-11,-5,-14,0.0,8.7,2,2,100,04:38 PM,07:55 AM,07:33 AM,04:10 PM,-12,-12,-9,-12,9,2,85,0.0,1038,-5,9,214,5
2009-01-12,-4,-14,0.0,8.7,2,2,89,06:06 PM,08:26 AM,07:33 AM,04:11 PM,-12,-13,-10,-13,11,2,86,0.0,1038,-4,10,160,6
2009-01-13,-4,-12,0.0,8.7,2,2,82,07:32 PM,08:51 AM,07:32 AM,04:13 PM,-11,-12,-9,-12,12,19,82,0.0,1028,-4,10,142,6
2009-01-14,-1,-9,0.9,3.3,2,2,75,08:52 PM,09:10 AM,07:32 AM,04:14 PM,-7,-7,-5,-7,10,76,89,1.4,1018,-1,6,150,5
2009-01-15,2,-4,0.0,6.9,1,1,68,10:09 PM,09:28 AM,07:31 AM,04:15 PM,-3,-4,-2,-4,10,61,97,0.3,1019,2,5,139,5
2009-01-16,1,-6,0.1,8.7,2,2,60,11:23 PM,09:44 AM,07:30 AM,04:17 PM,-4,-6,-3,-6,15,30,93,0.1,1025,1,6,263,8
2009-01-17,-4,-9,0.0,5.1,1,1,53,No moonrise,10:01 AM,07:29 AM,04:18 PM,-8,-10,-7,-10,12,44,95,0.0,1026,-4,4,145,6
2009-01-18,-2,-9,0.3,6.9,1,1,46,12:35 AM,10:20 AM,07:29 AM,04:20 PM,-7,-10,-6,-10,14,64,95,0.4,1016,-2,5,179,8
2009-01-19,2,-5,0.2,6.9,2,2,38,01:47 AM,10:43 AM,07:28 AM,04:21 PM,-3,-5,-2,-5,15,61,94,0.9,1010,2,6,192,9
2009-01-20,2,-1,0.3,3.4,1,1,31,02:57 AM,11:11 AM,07:27 AM,04:23 PM,1,-3,1,-3,21,98,98,0.9,1005,2,6,114,13
2009-01-21,3,2,0.0,3.4,1,1,24,04:02 AM,11:47 AM,07:26 AM,04:24 PM,3,0,3,0,16,100,99,8.1,1007,3,2,92,9
2009-01-22,2,0,0.0,3.4,1,1,17,05:01 AM,12:31 PM,07:25 AM,04:26 PM,2,1,2,1,6,100,99,2.2,1007,2,3,157,4
2009-01-23,2,0,0.0,3.4,1,1,9,05:51 AM,01:26 PM,07:24 AM,04:27 PM,1,-1,1,-1,16,99,98,0.9,995,2,1,151,10
2009-01-24,3,-1,0.1,3.4,1,1,2,06:31 AM,02:28 PM,07:23 AM,04:29 PM,1,-1,1,-1,10,78,97,0.3,990,3,3,225,6
2009-01-25,4,-3,0.0,8.7,2,2,0,07:02 AM,03:36 PM,07:22 AM,04:30 PM,-1,-3,0,-3,16,22,92,0.0,1000,4,6,30,8
2009-01-26,4,-3,0.0,8.7,1,1,0,07:27 AM,04:46 PM,07:21 AM,04:32 PM,-2,-2,0,-2,10,24,90,0.0,1005,4,6,120,5
2009-01-27,5,-2,0.0,8.7,2,2,5,07:48 AM,05:56 PM,07:19 AM,04:34 PM,-1,-2,1,-2,15,21,88,0.0,1010,5,7,51,8
2009-01-28,3,0,0.0,5.2,2,2,12,08:05 AM,07:06 PM,07:18 AM,04:35 PM,-1,-3,1,-3,26,67,86,0.0,1010,3,10,34,16
2009-01-29,1,-1,0.6,3.5,1,1,20,08:20 AM,08:16 PM,07:17 AM,04:37 PM,-2,-4,0,-4,25,75,89,0.7,1016,1,9,34,15
2009-01-30,1,-4,0.0,8.7,2,2,27,08:35 AM,09:28 PM,07:16 AM,04:38 PM,-5,-6,-2,-6,15,26,82,0.0,1021,1,9,35,9
2009-01-31,0,-4,0.1,3.5,1,1,31,08:51 AM,10:41 PM,07:14 AM,04:40 PM,-6,-3,-2,-3,7,75,78,0.2,1018,0,9,199,4
2009-02-01,-1,-3,0.5,3.5,1,1,43,09:10 AM,11:58 PM,07:13 AM,04:42 PM,-5,-7,-3,-7,15,90,85,0.6,1017,-1,8,116,11
2009-02-02,3,-2,0.0,8.7,2,2,50,09:32 AM,No moonset,07:12 AM,04:43 PM,-2,-4,0,-4,19,42,89,0.0,1019,3,8,99,12
2009-02-03,1,-1,0.0,3.5,1,1,58,10:00 AM,01:17 AM,07:10 AM,04:45 PM,-1,-4,0,-4,20,93,92,0.0,1010,1,8,115,13
2009-02-04,2,1,0.0,3.5,1,1,66,10:39 AM,02:37 AM,07:09 AM,04:47 PM,1,-1,1,-1,12,100,99,1.0,1001,2,1,125,7
2009-02-05,3,0,0.0,3.5,1,1,73,11:32 AM,03:52 AM,07:07 AM,04:48 PM,1,0,1,0,10,91,97,0.0,1004,3,2,167,6
2009-02-06,6,2,0.0,3.5,1,1,81,12:41 PM,04:56 AM,07:06 AM,04:50 PM,3,1,4,1,19,98,98,0.3,1001,6,3,131,11
2009-02-07,6,4,0.0,3.6,1,1,88,02:03 PM,05:46 AM,07:04 AM,04:52 PM,5,2,5,2,20,96,97,0.1,995,6,5,123,12
2009-02-08,9,3,0.0,5.3,2,2,96,03:31 PM,06:22 AM,07:03 AM,04:53 PM,5,4,6,4,15,89,95,0.1,993,9,4,75,10
2009-02-09,0,-5,0.7,7.0,1,1,100,04:58 PM,06:50 AM,07:01 AM,04:55 PM,-3,-5,-1,-5,17,48,91,0.8,1007,0,8,257,12
2009-02-10,-1,-4,1.2,5.4,2,2,89,06:22 PM,07:12 AM,06:59 AM,04:57 PM,-4,-6,-2,-6,15,63,90,1.4,1005,-1,8,146,10
2009-02-11,1,-3,0.0,3.8,1,1,82,07:42 PM,07:31 AM,06:58 AM,04:58 PM,-2,-5,-1,-5,20,88,92,0.1,1002,1,8,273,13
2009-02-12,-1,-5,0.0,7.1,1,1,74,09:00 PM,07:48 AM,06:56 AM,05:00 PM,-5,-9,-3,-9,23,60,92,0.0,1008,-1,9,336,15
2009-02-13,-2,-5,0.4,3.9,1,1,67,10:15 PM,08:05 AM,06:54 AM,05:02 PM,-5,-9,-4,-9,20,75,88,0.5,1009,-2,9,326,14
2009-02-14,-1,-4,0.4,5.5,1,1,59,11:30 PM,08:24 AM,06:53 AM,05:03 PM,-4,-7,-3,-7,19,77,89,0.4,1012,-1,9,323,13
2009-02-15,-2,-6,0.1,4.0,1,1,51,No moonrise,08:45 AM,06:51 AM,05:05 PM,-6,-8,-4,-8,19,54,86,0.1,1021,-2,10,326,13
2009-02-16,-3,-8,0.4,4.0,1,1,44,12:41 AM,09:12 AM,06:49 AM,05:07 PM,-6,-9,-5,-9,11,91,95,0.5,1020,-3,3,254,8
2009-02-17,-3,-6,1.8,4.0,1,1,36,01:50 AM,09:45 AM,06:47 AM,05:08 PM,-5,-8,-5,-8,13,94,96,2.1,1013,-3,5,104,9
2009-02-18,-2,-9,0.0,5.6,1,1,29,02:52 AM,10:26 AM,06:46 AM,05:10 PM,-8,-11,-6,-11,20,50,88,0.0,1019,-2,9,246,13
2009-02-19,-3,-10,0.0,5.6,1,1,21,03:46 AM,11:17 AM,06:44 AM,05:11 PM,-8,-11,-7,-11,17,40,93,0.0,1022,-3,5,342,11
2009-02-20,-2,-12,0.4,4.0,1,1,14,04:29 AM,12:17 PM,06:42 AM,05:13 PM,-7,-10,-6,-10,12,74,95,0.5,1025,-2,4,287,7
2009-02-21,-1,-10,0.2,4.0,1,1,6,05:04 AM,01:23 PM,06:40 AM,05:15 PM,-7,-8,-6,-8,11,58,92,0.3,1027,-1,4,111,6
2009-02-22,-3,-12,0.4,7.1,2,2,0,05:31 AM,02:32 PM,06:38 AM,05:16 PM,-9,-11,-7,-11,12,50,91,0.5,1024,-3,7,142,7
2009-02-23,-3,-6,2.9,4.1,1,1,0,05:53 AM,03:43 PM,06:36 AM,05:18 PM,-4,-8,-4,-8,12,100,98,3.5,1014,-3,2,176,9
2009-02-24,0,-4,0.0,4.1,1,1,0,06:11 AM,04:53 PM,06:35 AM,05:20 PM,-3,-5,-3,-5,10,86,97,0.0,1019,0,3,189,6
2009-02-25,1,-9,0.0,7.2,1,1,1,06:27 AM,06:04 PM,06:33 AM,05:21 PM,-4,-6,-3,-6,12,49,98,0.0,1028,1,1,197,7
2009-02-26,1,-3,0.3,4.1,1,1,9,06:43 AM,07:17 PM,06:31 AM,05:23 PM,-1,-4,-1,-4,13,100,99,0.4,1020,1,2,265,9
2009-02-27,2,-1,0.6,5.6,1,1,16,06:59 AM,08:30 PM,06:29 AM,05:24 PM,0,-3,0,-3,18,81,99,0.7,1013,2,4,276,12
2009-02-28,4,-2,0.0,5.6,1,1,24,07:17 AM,09:47 PM,06:27 AM,05:26 PM,0,-2,1,-2,16,70,98,0.0,1016,4,1,250,9
2009-03-01,3,-4,0.0,7.2,1,1,30,07:38 AM,11:06 PM,06:25 AM,05:27 PM,-1,-2,0,-2,10,50,95,0.2,1017,3,5,106,6
2009-03-02,4,-1,0.0,5.7,1,1,37,08:04 AM,No moonset,06:23 AM,05:29 PM,0,0,1,0,9,88,93,0.0,1017,4,5,115,6
2009-03-03,6,0,0.0,7.2,1,1,45,08:39 AM,12:25 AM,06:21 AM,05:31 PM,2,2,3,2,6,69,95,0.1,1017,6,4,218,3
2009-03-04,5,0,0.0,4.2,1,1,52,09:26 AM,01:41 AM,06:19 AM,05:32 PM,3,0,3,0,20,99,98,0.1,1008,5,6,131,12
2009-03-05,5,4,0.0,4.2,1,1,59,10:27 AM,02:46 AM,06:17 AM,05:34 PM,4,1,4,1,29,97,97,4.2,992,5,6,100,18
2009-03-06,6,4,0.0,4.2,1,1,67,11:42 AM,03:40 AM,06:15 AM,05:35 PM,4,3,5,3,13,99,99,4.4,991,6,2,141,8
2009-03-07,7,1,0.0,7.2,2,2,74,01:05 PM,04:19 AM,06:13 AM,05:37 PM,2,0,3,0,22,66,92,0.1,998,7,8,336,14
2009-03-08,4,0,0.0,5.7,2,2,81,02:29 PM,04:50 AM,06:11 AM,05:38 PM,0,-1,2,-1,22,67,89,0.0,1005,4,8,307,15
2009-03-09,4,1,0.5,4.2,1,1,88,03:53 PM,05:14 AM,06:09 AM,05:40 PM,2,-1,2,-1,17,98,95,3.1,1004,4,4,281,11
2009-03-10,4,0,0.0,4.3,1,1,96,05:14 PM,05:34 AM,06:07 AM,05:41 PM,0,-2,1,-2,16,66,91,1.5,1012,4,7,266,10
2009-03-11,3,0,0.0,4.3,1,1,100,06:33 PM,05:51 AM,06:05 AM,05:43 PM,0,-2,1,-2,16,84,90,0.2,1011,3,10,239,10
2009-03-12,4,-2,0.0,5.8,1,1,90,07:50 PM,06:09 AM,06:03 AM,05:44 PM,-1,-2,1,-2,15,48,89,0.7,1018,4,5,288,10
2009-03-13,3,-1,3.6,4.3,1,1,83,09:06 PM,06:27 AM,06:01 AM,05:46 PM,0,-3,0,-3,16,72,96,4.4,1014,3,4,238,10
2009-03-14,6,-4,0.0,11.6,2,2,75,10:20 PM,06:47 AM,05:59 AM,05:47 PM,-3,0,1,0,8,7,78,0.0,1021,6,10,211,5
2009-03-15,5,-2,0.0,6.0,1,1,68,11:32 PM,07:12 AM,05:57 AM,05:49 PM,-1,0,1,0,9,81,87,0.0,1022,5,8,234,5
2009-03-16,6,0,0.0,10.2,2,2,61,No moonrise,07:43 AM,05:55 AM,05:50 PM,0,-1,3,-1,22,50,86,0.0,1027,6,6,295,14
2009-03-17,4,-2,0.0,8.8,2,2,53,12:38 AM,08:21 AM,05:53 AM,05:52 PM,-1,-1,2,-1,17,52,83,0.7,1027,4,8,186,11
2009-03-18,3,-2,0.4,11.6,2,2,46,01:36 AM,09:09 AM,05:51 AM,05:53 PM,-3,-4,1,-4,27,39,77,0.4,1020,3,9,324,19
2009-03-19,3,-3,0.0,11.6,2,2,39,02:24 AM,10:05 AM,05:49 AM,05:55 PM,-5,-4,-1,-4,16,31,74,0.0,1019,3,10,322,11
2009-03-20,3,-4,0.0,8.8,2,2,32,03:02 AM,11:09 AM,05:47 AM,05:56 PM,-4,-4,-1,-4,16,45,78,0.0,1025,3,9,110,11
2009-03-21,5,-3,0.0,11.6,2,2,24,03:32 AM,12:16 PM,05:45 AM,05:58 PM,-5,-3,0,-3,15,10,71,0.0,1025,5,10,68,9
2009-03-22,7,-5,0.0,10.2,2,2,17,03:56 AM,01:26 PM,05:43 AM,05:59 PM,-4,-2,1,-2,19,36,70,0.0,1016,7,10,309,13
2009-03-23,5,2,0.0,7.9,1,1,10,04:15 AM,02:36 PM,05:40 AM,06:01 PM,1,-1,3,-1,29,95,86,5.5,1005,5,8,284,20
2009-03-24,3,-2,0.3,9.2,1,1,3,04:33 AM,03:48 PM,05:38 AM,06:02 PM,-1,-3,1,-3,25,76,88,3.7,997,3,9,282,17
2009-03-25,1,-5,0.0,12.7,2,2,0,04:49 AM,05:00 PM,05:36 AM,06:04 PM,-10,-7,-2,-7,18,34,58,0.0,1006,1,10,285,14
2009-03-26,4,-4,0.4,10.6,1,1,0,05:05 AM,06:14 PM,05:34 AM,06:05 PM,-6,-4,-1,-4,10,73,73,0.5,1009,4,7,181,7
2009-03-27,8,-2,0.0,9.3,1,1,5,05:23 AM,07:31 PM,05:32 AM,06:07 PM,1,0,3,0,16,65,86,0.4,1009,8,7,186,10
2009-03-28,9,1,0.0,10.6,3,3,12,05:43 AM,08:50 PM,05:30 AM,06:08 PM,4,3,5,3,20,77,92,0.3,1007,9,5,147,11
2009-03-29,9,6,0.0,8.0,2,2,19,06:08 AM,10:11 PM,05:28 AM,06:10 PM,7,5,7,5,16,91,97,10.5,1008,9,3,115,9
2009-03-30,10,4,0.0,9.3,2,2,26,06:40 AM,11:30 PM,05:26 AM,06:11 PM,5,5,7,5,15,85,89,3.7,1014,10,10,106,10
2009-03-31,11,4,0.0,11.9,3,3,30,07:25 AM,No moonset,05:24 AM,06:12 PM,4,6,7,6,10,60,80,0.0,1023,11,10,50,7
2009-04-01,14,3,0.0,11.9,3,3,42,08:22 AM,12:39 AM,05:22 AM,06:14 PM,5,8,8,8,10,56,78,0.0,1020,14,10,123,5
2009-04-02,16,4,0.0,13.0,3,3,50,09:32 AM,01:36 AM,05:20 AM,06:15 PM,3,8,10,8,18,2,66,0.0,1022,16,10,69,10
2009-04-03,18,4,0.0,13.0,4,4,58,10:51 AM,02:19 AM,05:18 AM,06:17 PM,4,11,11,11,9,2,65,0.0,1021,18,10,176,6
2009-04-04,20,5,0.0,13.0,4,4,65,12:13 PM,02:52 AM,05:15 AM,06:18 PM,5,12,12,12,11,21,65,0.0,1019,20,10,226,6
2009-04-05,21,8,0.0,13.1,4,4,73,01:35 PM,03:17 AM,05:13 AM,06:20 PM,5,14,14,14,13,27,58,0.0,1019,21,10,66,7
2009-04-06,19,12,0.0,13.1,4,4,80,02:54 PM,03:38 AM,05:11 AM,06:21 PM,7,14,15,14,12,28,62,0.0,1017,19,10,63,7
2009-04-07,19,9,0.0,13.1,3,3,88,04:12 PM,03:56 AM,05:09 AM,06:23 PM,5,14,14,14,9,36,57,0.0,1014,19,10,124,5
2009-04-08,20,8,0.0,13.2,4,4,95,05:28 PM,04:13 AM,05:07 AM,06:24 PM,4,14,14,14,9,29,55,0.0,1015,20,10,179,6
2009-04-09,20,7,0.0,13.2,4,4,100,06:44 PM,04:31 AM,05:05 AM,06:26 PM,6,13,14,13,10,24,62,0.2,1017,20,10,155,6
2009-04-10,21,8,0.0,13.2,4,4,90,07:59 PM,04:50 AM,05:03 AM,06:27 PM,5,14,14,14,12,21,58,0.0,1014,21,10,146,7
2009-04-11,21,7,0.0,13.3,4,4,82,09:12 PM,05:14 AM,05:01 AM,06:29 PM,3,14,14,14,16,20,52,0.0,1011,21,10,183,10
2009-04-12,19,7,0.0,13.7,4,4,75,10:21 PM,05:42 AM,04:59 AM,06:30 PM,5,13,13,13,11,19,61,0.5,1011,19,10,167,7
2009-04-13,19,7,0.0,13.8,4,4,67,11:24 PM,06:17 AM,04:57 AM,06:32 PM,6,12,12,12,11,23,67,0.0,1010,19,9,110,6
2009-04-14,20,6,0.0,13.8,4,4,59,No moonrise,07:01 AM,04:55 AM,06:33 PM,5,13,13,13,9,11,64,0.0,1009,20,9,89,5
2009-04-15,21,7,0.0,13.8,4,4,52,12:16 AM,07:55 AM,04:53 AM,06:35 PM,4,13,13,13,10,5,59,0.0,1013,21,10,96,6
2009-04-16,19,6,0.0,13.9,4,4,44,12:58 AM,08:56 AM,04:51 AM,06:36 PM,2,12,13,12,19,16,52,0.0,1013,19,10,132,12
2009-04-17,14,6,0.0,12.2,3,3,37,01:31 AM,10:02 AM,04:49 AM,06:38 PM,6,9,10,9,18,50,77,1.8,1009,14,8,169,12
2009-04-18,17,3,0.0,13.9,3,3,29,01:57 AM,11:10 AM,04:47 AM,06:39 PM,4,10,10,10,11,20,68,0.1,1014,17,8,175,7
2009-04-19,19,7,0.0,14.0,4,4,22,02:18 AM,12:19 PM,04:45 AM,06:40 PM,4,12,13,12,13,18,58,0.0,1020,19,10,84,8
2009-04-20,20,7,0.0,14.0,4,4,14,02:36 AM,01:29 PM,04:43 AM,06:42 PM,5,14,14,14,11,21,56,0.0,1022,20,10,148,6
2009-04-21,19,8,0.0,14.0,4,4,7,02:53 AM,02:39 PM,04:42 AM,06:43 PM,1,12,13,12,19,7,46,0.0,1020,19,10,52,11
2009-04-22,20,6,0.0,14.1,4,4,0,03:09 AM,03:52 PM,04:40 AM,06:45 PM,2,12,13,12,12,4,53,0.0,1016,20,10,183,7
2009-04-23,15,4,0.0,14.1,3,3,0,03:27 AM,05:08 PM,04:38 AM,06:46 PM,4,9,10,9,12,24,67,0.0,1017,15,10,218,7
2009-04-24,21,6,0.0,14.1,4,4,0,03:46 AM,06:27 PM,04:36 AM,06:48 PM,2,12,13,12,14,9,51,0.0,1021,21,10,93,8
2009-04-25,17,5,0.0,14.2,4,4,1,04:09 AM,07:50 PM,04:34 AM,06:49 PM,-1,10,11,10,15,6,45,0.0,1021,17,10,114,10
2009-04-26,16,5,0.0,14.2,4,4,8,04:39 AM,09:12 PM,04:32 AM,06:51 PM,-2,9,10,9,22,2,45,0.0,1022,16,10,132,15
2009-04-27,16,5,0.0,12.3,4,4,16,05:20 AM,10:27 PM,04:31 AM,06:52 PM,-1,9,11,9,25,33,46,0.0,1017,16,10,145,17
2009-04-28,19,6,0.0,14.3,4,4,23,06:14 AM,11:30 PM,04:29 AM,06:54 PM,-1,11,12,11,25,3,43,0.0,1012,19,10,127,17
2009-04-29,19,7,0.0,14.3,4,4,31,07:23 AM,No moonset,04:27 AM,06:55 PM,-1,12,13,12,19,9,40,0.0,1010,19,10,99,13
2009-04-30,21,8,0.0,14.3,5,5,38,08:41 AM,12:18 AM,04:25 AM,06:57 PM,1,14,15,14,17,31,39,0.1,1010,21,10,46,10
2009-05-01,21,8,0.0,14.3,4,4,44,10:03 AM,12:54 AM,04:24 AM,06:58 PM,1,14,15,14,23,8,40,0.0,1013,21,10,23,16
2009-05-02,16,4,0.0,13.4,4,4,52,11:25 AM,01:22 AM,04:22 AM,07:00 PM,0,9,11,9,20,22,51,0.0,1020,16,10,120,14
2009-05-03,22,7,0.0,14.5,4,4,59,12:43 PM,01:43 AM,04:20 AM,07:01 PM,0,14,14,14,12,18,42,0.0,1021,22,10,88,7
2009-05-04,20,3,0.0,13.5,4,4,66,01:59 PM,02:02 AM,04:19 AM,07:03 PM,3,13,13,13,13,28,52,0.0,1016,20,10,249,8
2009-05-05,15,6,0.0,14.5,4,4,73,03:14 PM,02:19 AM,04:17 AM,07:04 PM,2,9,11,9,17,29,55,0.0,1018,15,10,272,12
2009-05-06,11,3,0.0,9.3,2,2,81,04:28 PM,02:36 AM,04:16 AM,07:05 PM,5,6,8,6,19,76,81,2.0,1015,11,9,271,13
2009-05-07,17,8,0.0,14.5,4,4,88,05:43 PM,02:55 AM,04:14 AM,07:07 PM,4,10,11,10,20,21,63,0.8,1018,17,10,272,14
2009-05-08,21,3,0.0,14.5,4,4,95,06:56 PM,03:17 AM,04:12 AM,07:08 PM,4,13,13,13,14,8,60,0.0,1019,21,10,141,9
2009-05-09,23,5,0.0,14.5,4,4,100,08:06 PM,03:43 AM,04:11 AM,07:10 PM,7,15,15,15,7,19,63,0.0,1020,23,10,208,5
2009-05-10,23,10,0.0,14.5,5,5,100,09:11 PM,04:15 AM,04:10 AM,07:11 PM,8,16,16,16,12,17,65,0.5,1019,23,10,188,8
2009-05-11,25,11,0.0,14.5,5,5,83,10:07 PM,04:56 AM,04:08 AM,07:12 PM,8,17,18,17,17,14,58,0.1,1015,25,10,170,11
2009-05-12,19,8,0.0,14.5,4,4,76,10:53 PM,05:47 AM,04:07 AM,07:14 PM,6,13,14,13,17,25,64,0.0,1018,19,8,312,12
2009-05-13,17,4,0.0,14.5,4,4,68,11:30 PM,06:45 AM,04:05 AM,07:15 PM,0,9,10,9,12,15,53,0.0,1021,17,10,169,7
2009-05-14,13,3,0.0,11.5,3,3,61,11:58 PM,07:49 AM,04:04 AM,07:17 PM,3,6,7,6,13,59,77,2.6,1017,13,8,109,8
2009-05-15,21,6,0.0,12.5,4,4,54,No moonrise,08:56 AM,04:03 AM,07:18 PM,7,12,13,12,14,52,73,0.0,1013,21,9,124,9
2009-05-16,20,9,0.0,14.5,4,4,47,12:21 AM,10:04 AM,04:01 AM,07:19 PM,9,14,15,14,18,31,71,0.0,1013,20,10,230,12
2009-05-17,24,8,0.0,14.5,5,5,39,12:40 AM,11:12 AM,04:00 AM,07:21 PM,8,16,17,16,11,5,66,0.0,1019,24,8,193,7
2009-05-18,25,11,0.0,14.5,5,5,32,12:57 AM,12:21 PM,03:59 AM,07:22 PM,11,17,18,17,13,27,67,0.0,1017,25,10,137,9
2009-05-19,24,13,0.0,14.5,5,5,25,01:13 AM,01:31 PM,03:58 AM,07:23 PM,11,18,19,18,14,20,65,0.1,1020,24,10,168,9
2009-05-20,24,11,0.0,14.5,5,5,17,01:29 AM,02:44 PM,03:57 AM,07:24 PM,8,17,17,17,14,28,60,0.0,1021,24,8,106,9
2009-05-21,25,9,0.0,14.5,5,5,10,01:47 AM,04:01 PM,03:56 AM,07:26 PM,9,18,18,18,12,5,58,0.0,1018,25,10,155,7
2009-05-22,25,13,0.0,14.5,5,5,3,02:08 AM,05:22 PM,03:55 AM,07:27 PM,10,18,19,18,19,21,57,0.5,1013,25,10,235,13
2009-05-23,19,8,0.0,14.5,4,4,0,02:35 AM,06:44 PM,03:54 AM,07:28 PM,4,13,14,13,22,10,56,0.0,1018,19,9,309,15
2009-05-24,21,4,0.0,14.5,4,4,0,03:11 AM,08:05 PM,03:53 AM,07:29 PM,4,13,14,13,10,15,58,0.0,1019,21,10,196,6
2009-05-25,25,8,0.0,14.5,5,5,4,04:00 AM,09:16 PM,03:52 AM,07:30 PM,8,17,18,17,16,8,56,0.0,1018,25,10,295,10
2009-05-26,25,10,0.0,14.5,5,5,11,05:05 AM,10:11 PM,03:51 AM,07:32 PM,8,18,18,18,15,3,54,0.0,1016,25,10,131,9
2009-05-27,20,8,0.0,12.7,4,4,19,06:22 AM,10:53 PM,03:50 AM,07:33 PM,9,13,14,13,18,49,75,0.1,1018,20,10,236,12
2009-05-28,19,8,0.0,14.5,4,4,26,07:47 AM,11:24 PM,03:49 AM,07:34 PM,5,13,13,13,19,30,62,1.2,1021,19,10,226,14
2009-05-29,10,4,0.0,12.7,2,2,33,09:11 AM,11:48 PM,03:48 AM,07:35 PM,4,5,7,5,16,49,80,1.6,1021,10,9,245,12
2009-05-30,14,4,0.0,13.6,3,3,40,10:32 AM,No moonset,03:47 AM,07:36 PM,4,9,9,9,9,46,72,0.4,1021,14,8,128,6
2009-05-31,8,6,0.0,9.9,2,2,44,11:50 AM,12:07 AM,03:47 AM,07:37 PM,7,6,7,6,13,91,95,5.4,1019,8,6,220,8
2009-06-01,14,6,0.0,10.9,2,2,57,01:05 PM,12:25 AM,03:46 AM,07:38 PM,8,8,9,8,10,75,94,3.0,1016,14,5,131,6
2009-06-02,18,5,0.0,14.5,4,4,65,02:19 PM,12:42 AM,03:45 AM,07:39 PM,6,11,12,11,16,21,67,0.0,1011,18,8,132,10
2009-06-03,19,5,0.0,14.5,4,4,72,03:32 PM,01:01 AM,03:45 AM,07:40 PM,5,12,12,12,21,17,63,0.1,1007,19,8,307,16
2009-06-04,14,3,0.0,14.5,3,3,80,04:44 PM,01:21 AM,03:44 AM,07:40 PM,3,8,9,8,17,30,67,0.0,1011,14,10,282,12
2009-06-05,18,5,0.0,13.6,3,3,87,05:55 PM,01:45 AM,03:44 AM,07:41 PM,5,9,10,9,14,34,77,0.9,1010,18,10,232,9
2009-06-06,17,6,0.0,12.7,4,4,95,07:02 PM,02:15 AM,03:43 AM,07:42 PM,11,12,13,12,17,65,92,4.1,1005,17,6,127,10
2009-06-07,20,11,0.0,13.6,4,4,100,08:01 PM,02:53 AM,03:43 AM,07:43 PM,11,15,15,15,15,49,80,0.4,1006,20,6,236,10
2009-06-08,23,8,0.0,13.6,5,5,100,08:50 PM,03:40 AM,03:42 AM,07:44 PM,10,16,17,16,9,43,72,0.1,1013,23,8,173,6
2009-06-09,26,10,0.0,14.5,5,5,83,09:29 PM,04:36 AM,03:42 AM,07:44 PM,9,19,19,19,19,17,57,0.0,1013,26,10,153,13
2009-06-10,23,9,0.0,14.5,5,5,75,10:00 PM,05:39 AM,03:42 AM,07:45 PM,11,17,18,17,13,19,66,0.3,1016,23,10,229,9
2009-06-11,24,11,0.0,14.5,5,5,67,10:24 PM,06:45 AM,03:41 AM,07:46 PM,10,17,17,17,15,27,66,0.0,1014,24,10,194,11
2009-06-12,16,8,0.0,14.5,4,4,60,10:44 PM,07:53 AM,03:41 AM,07:46 PM,5,11,12,11,21,27,63,0.2,1016,16,10,308,16
2009-06-13,19,7,0.0,14.5,4,4,52,11:02 PM,09:00 AM,03:41 AM,07:47 PM,2,11,12,11,24,16,55,0.0,1018,19,10,287,17
