date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2011-06-09,18,14,0.0,11.8,5,5,55,12:21 PM,No moonset,03:58 AM,07:48 PM,13,15,15,15,16,62,86,4.2,1011,18,9,201,10
2011-06-10,20,11,0.0,14.5,5,5,63,01:38 PM,12:12 AM,03:58 AM,07:49 PM,10,16,16,16,21,11,71,0.0,1014,20,10,239,13
2011-06-11,22,11,0.0,14.5,5,5,70,02:56 PM,12:38 AM,03:57 AM,07:49 PM,11,17,18,17,19,8,68,0.0,1014,22,10,175,13
2011-06-12,23,12,0.0,14.5,5,5,78,04:15 PM,01:08 AM,03:57 AM,07:50 PM,13,18,19,18,19,20,74,0.0,1016,23,10,210,13
2011-06-13,24,12,0.0,14.5,5,5,85,05:31 PM,01:44 AM,03:57 AM,07:50 PM,13,18,19,18,12,19,75,0.6,1016,24,10,269,7
2011-06-14,23,13,0.0,14.5,5,5,93,06:41 PM,02:26 AM,03:57 AM,07:51 PM,13,18,19,18,14,30,73,0.0,1017,23,10,309,8
2011-06-15,25,12,0.0,14.5,5,5,100,07:43 PM,03:19 AM,03:57 AM,07:51 PM,13,19,20,19,9,16,70,0.0,1018,25,10,269,5
2011-06-16,26,13,0.0,14.5,5,5,100,08:32 PM,04:21 AM,03:57 AM,07:52 PM,16,20,21,20,13,8,78,0.0,1016,26,9,192,9
2011-06-17,24,16,0.0,14.5,6,6,85,09:12 PM,05:29 AM,03:57 AM,07:52 PM,16,20,21,20,13,23,79,0.6,1015,24,9,115,8
2011-06-18,24,14,0.0,14.5,5,5,77,09:43 PM,06:38 AM,03:57 AM,07:53 PM,16,20,21,20,20,24,81,5.2,1010,24,10,176,12
2011-06-19,16,9,0.0,13.6,3,3,69,10:09 PM,07:48 AM,03:57 AM,07:53 PM,11,12,13,12,14,39,87,3.9,1014,16,9,196,9
2011-06-20,20,9,0.0,14.5,5,5,62,10:32 PM,08:55 AM,03:57 AM,07:53 PM,10,15,15,15,14,18,72,0.2,1018,20,10,236,8
2011-06-21,25,12,0.0,14.5,5,5,54,10:52 PM,10:01 AM,03:57 AM,07:53 PM,14,19,20,19,15,19,75,0.0,1018,25,10,205,10
2011-06-22,27,12,0.0,14.5,6,6,47,11:12 PM,11:04 AM,03:58 AM,07:54 PM,17,22,23,22,19,5,77,0.0,1016,27,9,199,12
2011-06-23,25,15,0.0,14.5,6,6,39,11:32 PM,12:07 PM,03:58 AM,07:54 PM,16,20,21,20,16,37,77,2.4,1017,25,10,146,10
2011-06-24,19,12,0.0,13.6,5,5,32,11:54 PM,01:10 PM,03:58 AM,07:54 PM,12,15,15,15,16,39,84,14.2,1020,19,10,310,10
2011-06-25,19,10,0.0,14.5,5,5,24,No moonrise,02:14 PM,03:58 AM,07:54 PM,9,15,15,15,22,20,69,0.1,1023,19,10,235,14
2011-06-26,20,12,0.0,12.7,5,5,17,12:18 AM,03:18 PM,03:59 AM,07:54 PM,12,16,16,16,9,54,77,0.0,1023,20,10,210,5
2011-06-27,23,13,0.0,12.7,5,5,9,12:47 AM,04:21 PM,03:59 AM,07:54 PM,12,18,19,18,17,55,70,0.5,1017,23,10,201,11
2011-06-28,23,15,0.0,14.5,5,5,2,01:23 AM,05:23 PM,04:00 AM,07:54 PM,12,19,19,19,24,18,66,0.0,1017,23,10,181,15
2011-06-29,26,16,0.0,14.5,6,6,0,02:06 AM,06:20 PM,04:00 AM,07:54 PM,14,21,21,21,23,9,65,0.6,1013,26,10,260,14
2011-06-30,26,15,0.0,14.5,5,5,0,02:58 AM,07:11 PM,04:01 AM,07:54 PM,14,19,21,19,22,12,72,2.5,1011,26,10,326,14
2011-07-01,20,11,0.0,14.5,5,5,0,04:00 AM,07:55 PM,04:01 AM,07:53 PM,8,15,16,15,26,17,62,0.0,1016,20,10,252,17
2011-07-02,19,8,0.0,13.5,4,4,6,05:09 AM,08:31 PM,04:02 AM,07:53 PM,9,13,14,13,13,35,75,1.6,1014,19,10,289,8
2011-07-03,19,7,0.0,11.6,4,4,13,06:23 AM,09:02 PM,04:02 AM,07:53 PM,10,13,13,13,12,51,82,1.4,1011,19,10,218,7
2011-07-04,23,12,0.0,12.6,4,4,20,07:39 AM,09:29 PM,04:03 AM,07:53 PM,13,17,18,17,11,46,80,0.6,1012,23,9,236,6
2011-07-05,22,14,0.0,12.6,5,5,27,08:55 AM,09:54 PM,04:04 AM,07:52 PM,15,18,19,18,13,49,85,0.7,1012,22,8,214,8
2011-07-06,25,12,0.0,14.5,5,5,35,10:11 AM,10:18 PM,04:04 AM,07:52 PM,15,20,21,20,10,18,78,0.5,1011,25,8,271,6
2011-07-07,29,13,0.0,14.5,6,6,42,11:28 AM,10:43 PM,04:05 AM,07:51 PM,17,22,23,22,15,8,75,0.0,1011,29,10,203,9
2011-07-08,26,17,0.0,14.5,6,6,49,12:44 PM,11:11 PM,04:06 AM,07:51 PM,18,22,23,22,18,11,77,0.1,1013,26,10,161,11
2011-07-09,30,14,0.0,14.5,6,6,56,02:01 PM,11:44 PM,04:07 AM,07:50 PM,19,24,24,23,12,5,78,0.0,1017,30,8,207,7
2011-07-10,29,17,0.0,14.5,6,6,64,03:17 PM,No moonset,04:08 AM,07:50 PM,19,25,25,24,11,4,74,0.0,1016,29,10,156,7
2011-07-11,27,15,0.0,14.5,6,6,71,04:28 PM,12:22 AM,04:08 AM,07:49 PM,16,22,23,22,14,10,72,0.5,1017,27,10,110,9
2011-07-12,27,15,0.0,14.5,6,6,78,05:32 PM,01:10 AM,04:09 AM,07:49 PM,16,22,22,22,14,9,72,0.0,1017,27,10,129,8
2011-07-13,30,16,0.0,14.5,6,6,86,06:24 PM,02:07 AM,04:10 AM,07:48 PM,17,25,25,23,23,6,70,0.1,1011,30,10,169,14
2011-07-14,27,16,0.0,14.5,6,6,93,07:08 PM,03:11 AM,04:11 AM,07:47 PM,18,22,22,22,15,17,80,4.4,1012,27,10,152,11
2011-07-15,21,14,0.0,14.5,5,5,100,07:43 PM,04:20 AM,04:12 AM,07:46 PM,12,17,17,17,21,30,74,0.0,1018,21,10,136,13
2011-07-16,24,13,0.0,14.5,5,5,100,08:11 PM,05:30 AM,04:13 AM,07:46 PM,12,19,19,19,13,16,67,0.0,1015,24,10,246,8
2011-07-17,27,14,0.0,14.5,6,6,85,08:35 PM,06:38 AM,04:14 AM,07:45 PM,15,21,21,21,24,4,72,0.1,1006,27,10,191,15
2011-07-18,24,15,0.0,14.5,5,5,78,08:56 PM,07:45 AM,04:15 AM,07:44 PM,14,19,19,19,13,26,77,1.1,1007,24,10,71,8
2011-07-19,26,12,0.0,14.5,5,5,71,09:17 PM,08:50 AM,04:16 AM,07:43 PM,15,19,20,19,17,25,78,0.4,1006,26,10,159,10
2011-07-20,21,12,0.0,13.5,5,5,64,09:37 PM,09:54 AM,04:17 AM,07:42 PM,15,18,18,18,15,43,81,2.8,1002,21,8,196,9
2011-07-21,21,13,0.0,13.5,5,5,56,09:58 PM,10:57 AM,04:18 AM,07:41 PM,14,16,16,16,14,57,87,7.0,1005,21,10,192,8
2011-07-22,22,12,0.0,13.5,4,4,49,10:21 PM,12:00 PM,04:19 AM,07:40 PM,13,17,17,17,8,27,83,2.7,1007,22,9,179,5
2011-07-23,16,11,0.0,10.5,3,3,42,10:47 PM,01:03 PM,04:21 AM,07:39 PM,13,14,14,14,11,73,95,58.3,1009,16,6,220,7
2011-07-24,17,12,0.0,12.5,4,4,34,11:20 PM,02:06 PM,04:22 AM,07:38 PM,11,13,14,13,21,72,83,0.3,1008,17,7,256,14
2011-07-25,17,10,0.0,11.5,4,4,27,11:58 PM,03:08 PM,04:23 AM,07:37 PM,10,12,13,12,19,78,84,0.9,1010,17,7,338,12
2011-07-26,19,10,0.0,12.5,4,4,20,No moonrise,04:07 PM,04:24 AM,07:35 PM,11,15,15,15,11,53,80,0.0,1013,19,10,314,7
2011-07-27,23,10,0.0,14.5,5,5,13,12:46 AM,05:01 PM,04:25 AM,07:34 PM,14,18,18,18,10,28,80,0.9,1017,23,10,203,6
2011-07-28,19,14,0.0,10.4,5,5,5,01:44 AM,05:48 PM,04:26 AM,07:33 PM,15,16,16,16,10,74,92,4.4,1016,19,7,123,6
2011-07-29,22,14,0.0,13.5,5,5,0,02:50 AM,06:28 PM,04:28 AM,07:32 PM,14,18,18,18,23,40,80,0.0,1014,22,9,259,14
2011-07-30,22,14,0.0,14.5,5,5,0,04:03 AM,07:02 PM,04:29 AM,07:30 PM,13,17,18,17,16,42,76,0.6,1012,22,10,284,9
2011-07-31,21,13,0.0,12.4,5,5,0,05:19 AM,07:31 PM,04:30 AM,07:29 PM,13,17,17,17,11,69,81,0.0,1013,21,10,226,7
2011-08-01,21,13,0.0,13.5,5,5,9,06:37 AM,07:58 PM,04:31 AM,07:28 PM,13,17,18,17,12,48,79,0.0,1015,21,10,253,8
2011-08-02,25,13,0.0,14.5,5,5,16,07:56 AM,08:22 PM,04:33 AM,07:26 PM,15,19,19,19,7,21,79,0.0,1017,25,8,247,5
2011-08-03,26,12,0.0,14.5,5,5,24,09:14 AM,08:48 PM,04:34 AM,07:25 PM,16,20,21,20,8,22,77,0.0,1018,26,10,164,5
2011-08-04,20,16,0.0,12.4,5,5,31,10:32 AM,09:16 PM,04:35 AM,07:23 PM,16,18,18,18,9,67,92,14.6,1016,20,8,95,6
2011-08-05,25,13,0.0,14.5,5,5,38,11:51 AM,09:47 PM,04:36 AM,07:22 PM,16,20,20,20,10,10,80,0.0,1016,25,9,214,6
2011-08-06,25,15,0.0,14.5,6,6,45,01:07 PM,10:23 PM,04:38 AM,07:21 PM,17,21,21,21,19,22,80,0.0,1012,25,9,177,12
2011-08-07,28,16,0.0,14.5,6,6,53,02:19 PM,11:08 PM,04:39 AM,07:19 PM,18,21,22,21,16,42,83,4.7,1008,28,7,193,10
2011-08-08,22,14,0.0,12.4,4,4,60,03:24 PM,No moonset,04:40 AM,07:17 PM,15,17,18,17,12,56,88,1.9,1010,22,8,223,7
2011-08-09,21,13,0.0,14.5,5,5,67,04:20 PM,12:01 AM,04:41 AM,07:16 PM,12,17,18,17,9,27,76,0.0,1018,21,10,275,5
2011-08-10,18,10,0.0,14.5,4,4,74,05:06 PM,01:01 AM,04:43 AM,07:14 PM,8,14,14,14,22,15,68,0.0,1022,18,10,304,14
2011-08-11,21,8,0.0,14.5,4,4,82,05:43 PM,02:07 AM,04:44 AM,07:13 PM,10,15,16,15,16,7,73,0.0,1020,21,10,222,10
2011-08-12,24,12,0.0,14.5,5,5,89,06:13 PM,03:16 AM,04:45 AM,07:11 PM,13,18,18,18,12,32,75,0.0,1014,24,10,196,7
2011-08-13,25,12,0.0,14.5,5,5,96,06:38 PM,04:24 AM,04:47 AM,07:09 PM,14,19,20,19,8,21,72,0.0,1012,25,10,230,5
2011-08-14,26,13,0.0,14.5,6,6,100,07:01 PM,05:31 AM,04:48 AM,07:08 PM,15,20,21,20,14,16,75,0.0,1012,26,10,205,8
2011-08-15,28,16,0.0,14.5,6,6,89,07:22 PM,06:36 AM,04:49 AM,07:06 PM,17,22,23,22,12,13,77,0.0,1013,28,9,232,7
2011-08-16,24,14,0.0,14.5,5,5,82,07:42 PM,07:41 AM,04:51 AM,07:04 PM,15,19,20,19,12,13,77,0.0,1018,24,10,198,7
2011-08-17,26,13,0.0,14.5,5,5,75,08:03 PM,08:44 AM,04:52 AM,07:02 PM,15,20,21,20,9,5,75,0.0,1018,26,10,238,5
2011-08-18,27,16,0.0,14.5,6,6,67,08:25 PM,09:47 AM,04:53 AM,07:01 PM,16,21,22,21,17,5,73,0.0,1018,27,10,175,10
2011-08-19,29,18,0.0,14.0,6,6,60,08:50 PM,10:50 AM,04:55 AM,06:59 PM,18,24,24,23,11,9,76,0.0,1017,29,10,185,6
2011-08-20,25,17,0.0,14.0,6,6,53,09:20 PM,11:53 AM,04:56 AM,06:57 PM,17,21,22,21,11,12,77,0.0,1022,25,10,101,6
2011-08-21,27,15,0.0,14.0,6,6,46,09:55 PM,12:54 PM,04:57 AM,06:55 PM,17,21,22,21,10,12,79,0.0,1021,27,10,154,7
2011-08-22,30,18,0.0,13.9,6,6,38,10:37 PM,01:54 PM,04:59 AM,06:53 PM,20,26,26,24,14,4,80,0.0,1019,30,10,186,8
2011-08-23,32,19,0.0,13.5,6,6,31,11:30 PM,02:49 PM,05:00 AM,06:52 PM,19,26,26,24,19,1,72,0.0,1017,32,10,182,11
2011-08-24,31,18,0.0,13.5,6,6,24,No moonrise,03:38 PM,05:01 AM,06:50 PM,19,27,27,25,11,0,70,0.0,1015,31,10,178,6
2011-08-25,30,17,0.0,13.5,6,6,16,12:30 AM,04:21 PM,05:03 AM,06:48 PM,18,25,25,24,9,2,69,0.0,1015,30,10,163,6
2011-08-26,31,19,0.0,13.4,6,6,9,01:40 AM,04:57 PM,05:04 AM,06:46 PM,19,26,26,25,19,0,71,0.0,1013,31,10,181,12
2011-08-27,28,12,0.0,13.4,6,6,2,02:54 AM,05:29 PM,05:05 AM,06:44 PM,16,21,21,21,19,5,72,0.0,1013,28,10,165,12
2011-08-28,21,10,0.0,13.3,4,4,0,04:12 AM,05:57 PM,05:07 AM,06:42 PM,9,14,15,14,12,28,72,0.0,1021,21,10,104,8
2011-08-29,25,9,0.0,13.3,5,5,0,05:31 AM,06:24 PM,05:08 AM,06:40 PM,12,18,18,18,5,5,69,0.0,1015,25,10,214,3
2011-08-30,23,14,0.0,13.3,5,5,5,06:51 AM,06:50 PM,05:09 AM,06:38 PM,11,18,19,18,20,13,63,0.0,1014,23,10,99,12
2011-08-31,23,12,0.0,13.3,5,5,9,08:12 AM,07:18 PM,05:11 AM,06:36 PM,12,17,18,17,9,16,71,0.0,1014,23,10,203,5
2011-09-01,25,12,0.0,13.2,5,5,20,09:33 AM,07:49 PM,05:12 AM,06:34 PM,14,19,20,19,7,28,74,1.5,1014,25,10,165,4
2011-09-02,26,13,0.0,13.2,5,5,28,10:53 AM,08:24 PM,05:13 AM,06:32 PM,14,20,20,20,9,27,72,0.4,1015,26,10,259,5
2011-09-03,26,13,0.0,13.2,6,6,36,12:08 PM,09:07 PM,05:15 AM,06:30 PM,15,21,21,21,10,7,72,0.0,1016,26,10,207,6
2011-09-04,28,16,0.0,13.1,6,6,43,01:17 PM,09:58 PM,05:16 AM,06:28 PM,16,22,22,22,20,7,71,0.0,1014,28,10,172,12
2011-09-05,27,16,0.0,13.1,6,6,51,02:15 PM,10:56 PM,05:17 AM,06:26 PM,16,21,22,21,22,24,72,0.5,1014,27,10,224,14
2011-09-06,22,14,0.0,13.1,5,5,58,03:04 PM,No moonset,05:19 AM,06:24 PM,11,18,18,18,15,10,65,0.0,1023,22,10,231,9
2011-09-07,25,12,0.0,13.0,5,5,66,03:44 PM,12:00 AM,05:20 AM,06:22 PM,12,18,18,18,14,31,68,0.0,1016,25,10,163,8
2011-09-08,20,15,0.0,13.0,5,5,73,04:15 PM,01:07 AM,05:21 AM,06:20 PM,13,17,17,17,8,58,75,1.8,1013,20,9,164,5
2011-09-09,20,14,0.0,11.9,5,5,81,04:42 PM,02:14 AM,05:23 AM,06:18 PM,14,17,17,17,9,49,84,0.5,1015,20,9,202,5
2011-09-10,25,13,0.0,12.9,5,5,88,05:06 PM,03:21 AM,05:24 AM,06:16 PM,15,19,19,19,12,13,80,0.2,1017,25,10,176,7
2011-09-11,28,17,0.0,12.9,6,6,96,05:27 PM,04:26 AM,05:25 AM,06:14 PM,18,22,23,22,14,8,80,0.0,1015,28,9,184,8
2011-09-12,25,16,0.0,12.9,6,6,100,05:48 PM,05:31 AM,05:27 AM,06:12 PM,16,20,21,20,12,29,79,0.5,1015,25,10,247,7
2011-09-13,27,13,0.0,12.8,5,5,89,06:08 PM,06:33 AM,05:28 AM,06:10 PM,15,20,21,20,12,6,74,0.0,1016,27,10,236,7
2011-09-14,27,14,0.0,12.8,5,5,81,06:30 PM,07:37 AM,05:29 AM,06:08 PM,15,20,20,20,13,34,75,1.1,1016,27,10,73,8
2011-09-15,21,11,0.0,12.8,5,5,74,06:54 PM,08:39 AM,05:31 AM,06:06 PM,11,16,16,16,7,33,74,0.0,1020,21,10,226,4
2011-09-16,22,10,0.0,12.7,5,5,66,07:22 PM,09:42 AM,05:32 AM,06:04 PM,10,16,16,16,7,18,70,0.0,1020,22,10,151,4
2011-09-17,24,11,0.0,12.7,5,5,59,07:55 PM,10:43 AM,05:33 AM,06:02 PM,11,18,18,18,8,12,68,0.0,1017,24,10,148,5
2011-09-18,25,13,0.0,12.7,5,5,51,08:34 PM,11:43 AM,05:35 AM,06:00 PM,13,18,19,18,21,7,71,1.4,1008,25,10,156,12
2011-09-19,17,9,0.0,10.2,4,4,44,09:22 PM,12:38 PM,05:36 AM,05:58 PM,9,11,12,11,24,56,82,4.7,1009,17,9,137,17
2011-09-20,16,10,0.0,11.6,4,4,36,10:17 PM,01:29 PM,05:37 AM,05:56 PM,9,11,13,11,30,59,77,0.1,1020,16,10,348,20
2011-09-21,20,11,0.0,11.6,4,4,29,11:21 PM,02:13 PM,05:39 AM,05:54 PM,11,15,15,15,14,11,78,0.0,1020,20,10,214,9
2011-09-22,22,10,0.0,11.6,5,5,21,No moonrise,02:52 PM,05:40 AM,05:52 PM,12,16,17,16,9,7,76,0.0,1019,22,10,239,5
2011-09-23,21,11,0.0,11.6,4,4,14,12:30 AM,03:25 PM,05:41 AM,05:50 PM,11,15,15,15,8,13,75,0.0,1019,21,10,205,5
2011-09-24,21,11,0.0,10.2,4,4,6,01:45 AM,03:55 PM,05:43 AM,05:48 PM,10,15,15,15,5,34,73,0.0,1019,21,10,126,3
2011-09-25,21,10,0.0,11.6,5,5,0,03:02 AM,04:21 PM,05:44 AM,05:46 PM,10,15,16,15,14,6,71,0.0,1022,21,10,177,9
2011-09-26,23,9,0.0,11.6,4,4,0,04:21 AM,04:48 PM,05:45 AM,05:44 PM,9,16,17,16,7,2,67,0.0,1026,23,10,186,4
2011-09-27,23,9,0.0,11.6,5,5,0,05:43 AM,05:16 PM,05:47 AM,05:42 PM,11,17,18,17,6,0,67,0.0,1028,23,10,261,3
2011-09-28,22,12,0.0,11.6,5,5,1,07:05 AM,05:46 PM,05:48 AM,05:40 PM,11,16,17,16,19,4,71,0.0,1029,22,10,178,11
2011-09-29,20,10,0.0,11.6,4,4,9,08:28 AM,06:21 PM,05:49 AM,05:38 PM,6,14,15,14,17,7,57,0.0,1029,20,10,176,10
2011-09-30,22,11,0.0,11.6,5,5,16,09:48 AM,07:03 PM,05:51 AM,05:36 PM,9,16,17,16,13,4,64,0.0,1028,22,10,221,8
2011-10-01,24,9,0.0,11.6,5,5,23,11:02 AM,07:52 PM,05:52 AM,05:34 PM,11,17,18,17,7,7,69,0.0,1026,24,10,247,3
2011-10-02,23,12,0.0,11.6,5,5,30,12:07 PM,08:50 PM,05:53 AM,05:32 PM,9,16,17,16,15,1,64,0.0,1025,23,10,177,9
2011-10-03,23,10,0.0,11.6,5,5,38,01:00 PM,09:54 PM,05:55 AM,05:30 PM,11,17,18,17,8,0,68,0.0,1024,23,10,218,4
2011-10-04,24,10,0.0,11.6,5,5,45,01:43 PM,11:00 PM,05:56 AM,05:28 PM,10,17,18,17,13,7,64,0.0,1022,24,10,266,7
2011-10-05,24,11,0.0,11.6,5,5,52,02:17 PM,No moonset,05:57 AM,05:26 PM,11,17,18,17,8,9,71,0.0,1022,24,10,218,4
2011-10-06,22,11,0.0,11.6,5,5,59,02:46 PM,12:07 AM,05:59 AM,05:24 PM,11,16,16,16,15,9,74,0.0,1017,22,10,172,9
2011-10-07,13,6,0.0,8.6,3,3,67,03:11 PM,01:14 AM,06:00 AM,05:22 PM,8,7,9,7,21,50,89,12.5,1010,13,8,210,13
2011-10-08,12,5,0.0,7.2,3,3,74,03:33 PM,02:19 AM,06:01 AM,05:21 PM,4,6,8,6,16,36,77,0.7,1012,12,9,291,10
2011-10-09,10,4,0.0,7.2,3,3,81,03:53 PM,03:23 AM,06:03 AM,05:19 PM,3,4,7,4,26,40,76,0.0,1018,10,10,337,17
2011-10-10,10,3,0.0,4.2,2,2,89,04:14 PM,04:25 AM,06:04 AM,05:17 PM,3,5,7,5,16,67,78,1.2,1021,10,8,259,10
2011-10-11,18,9,0.0,7.2,4,4,96,04:35 PM,05:28 AM,06:05 AM,05:15 PM,11,13,13,13,14,35,86,1.5,1018,18,10,209,8
2011-10-12,15,10,0.0,7.2,3,3,100,04:59 PM,06:30 AM,06:07 AM,05:13 PM,10,12,12,12,11,57,87,1.2,1017,15,8,177,7
2011-10-13,13,7,0.0,8.7,3,3,90,05:26 PM,07:33 AM,06:08 AM,05:11 PM,5,8,9,8,19,44,77,0.7,1024,13,8,136,12
2011-10-14,10,3,0.0,8.7,3,3,82,05:57 PM,08:35 AM,06:10 AM,05:09 PM,1,3,6,3,28,8,70,0.0,1032,10,10,222,17
2011-10-15,10,1,0.0,8.7,3,3,75,06:34 PM,09:35 AM,06:11 AM,05:07 PM,0,3,5,3,17,2,69,0.0,1033,10,10,224,10
2011-10-16,9,2,0.0,8.7,2,2,68,07:19 PM,10:32 AM,06:12 AM,05:05 PM,-1,3,5,3,13,7,66,0.0,1033,9,10,130,7
2011-10-17,10,1,0.0,8.7,2,2,61,08:10 PM,11:24 AM,06:14 AM,05:03 PM,-3,2,4,2,19,3,58,0.0,1028,10,10,187,11
2011-10-18,11,1,0.0,8.7,3,3,53,09:10 PM,12:09 PM,06:15 AM,05:01 PM,-1,3,5,3,21,1,63,0.0,1022,11,10,200,12
2011-10-19,17,3,0.0,8.7,3,3,46,10:15 PM,12:48 PM,06:17 AM,05:00 PM,6,8,9,8,26,6,79,0.0,1016,17,10,219,14
2011-10-20,9,5,0.0,3.9,2,2,39,11:25 PM,01:23 PM,06:18 AM,04:58 PM,4,4,6,4,21,79,89,5.3,1024,9,9,261,13
2011-10-21,9,3,0.0,8.7,3,3,31,No moonrise,01:52 PM,06:20 AM,04:56 PM,2,3,6,3,20,21,76,0.1,1029,9,10,176,12
2011-10-22,9,1,0.0,8.7,2,2,24,12:38 AM,02:19 PM,06:21 AM,04:54 PM,0,3,4,3,10,22,76,0.0,1028,9,10,212,6
2011-10-23,9,1,0.0,7.1,3,3,17,01:54 AM,02:46 PM,06:22 AM,04:52 PM,3,5,6,5,6,58,82,0.1,1025,9,10,133,4
2011-10-24,10,6,0.0,3.9,2,2,10,03:12 AM,03:13 PM,06:24 AM,04:51 PM,6,7,8,7,10,88,92,1.9,1021,10,6,146,6
2011-10-25,9,6,0.0,3.8,2,2,2,04:33 AM,03:41 PM,06:25 AM,04:49 PM,6,5,8,5,25,72,91,1.3,1017,9,8,168,16
2011-10-26,12,7,0.0,3.8,3,3,0,05:55 AM,04:13 PM,06:27 AM,04:47 PM,7,7,9,7,15,69,87,0.1,1019,12,9,159,9
2011-10-27,9,7,0.0,3.8,2,2,0,07:18 AM,04:52 PM,06:28 AM,04:46 PM,6,6,8,6,14,81,90,3.8,1023,9,10,143,9
2011-10-28,11,6,0.0,3.8,2,2,5,08:37 AM,05:40 PM,06:30 AM,04:44 PM,6,7,8,7,13,54,90,0.1,1027,11,8,177,8
2011-10-29,12,3,0.0,8.7,3,3,12,09:49 AM,06:35 PM,06:31 AM,04:42 PM,5,7,7,7,7,52,90,0.0,1029,12,5,157,4
2011-10-30,12,4,0.0,8.7,3,3,19,10:49 AM,07:39 PM,06:33 AM,04:41 PM,5,6,7,6,12,16,83,0.0,1026,12,9,192,7
2011-10-31,12,4,0.0,8.7,3,3,23,11:38 AM,08:47 PM,06:34 AM,04:39 PM,5,6,7,6,12,10,83,0.0,1024,12,10,198,6
2011-11-01,10,4,0.0,8.7,3,3,35,12:17 PM,09:57 PM,06:36 AM,04:37 PM,4,4,6,4,17,8,84,0.0,1022,10,10,186,10
2011-11-02,10,2,0.0,8.7,2,2,43,12:48 PM,11:05 PM,06:37 AM,04:36 PM,2,3,5,3,18,6,79,0.0,1022,10,10,187,10
2011-11-03,8,2,0.0,8.7,2,2,50,01:14 PM,No moonset,06:39 AM,04:34 PM,1,2,5,2,25,12,79,0.0,1018,8,10,180,14
2011-11-04,15,5,0.0,8.7,3,3,58,01:37 PM,12:11 AM,06:40 AM,04:33 PM,6,7,9,7,26,32,83,0.0,1014,15,10,179,15
2011-11-05,17,9,0.0,8.7,4,4,65,01:58 PM,01:15 AM,06:42 AM,04:31 PM,9,10,12,10,29,22,82,0.0,1015,17,10,182,16
2011-11-06,12,6,0.0,8.7,3,3,73,02:19 PM,02:18 AM,06:43 AM,04:30 PM,4,7,9,7,16,25,74,0.0,1020,12,10,148,9
2011-11-07,9,4,0.0,5.4,2,2,80,02:40 PM,03:20 AM,06:45 AM,04:29 PM,4,5,6,5,11,47,88,0.1,1024,9,7,137,6
2011-11-08,10,4,0.0,8.7,3,3,88,03:03 PM,04:22 AM,06:46 AM,04:27 PM,4,4,6,4,19,24,88,0.0,1026,10,8,174,11
2011-11-09,11,4,0.0,8.7,3,3,95,03:29 PM,05:25 AM,06:48 AM,04:26 PM,5,6,7,6,14,6,86,0.0,1024,11,10,192,7
2011-11-10,10,3,0.0,8.7,3,3,100,03:59 PM,06:27 AM,06:49 AM,04:25 PM,3,4,6,4,13,18,84,0.0,1024,10,10,144,7
2011-11-11,5,-1,0.0,8.7,2,2,89,04:34 PM,07:29 AM,06:51 AM,04:23 PM,-2,1,3,1,11,9,70,0.0,1031,5,10,113,6
2011-11-12,7,-1,0.0,8.7,2,2,82,05:17 PM,08:26 AM,06:52 AM,04:22 PM,-1,0,2,0,13,3,78,0.0,1037,7,10,185,7
2011-11-13,6,-1,0.0,8.7,2,2,74,06:07 PM,09:20 AM,06:54 AM,04:21 PM,-2,1,2,1,11,1,74,0.0,1037,6,10,201,6
2011-11-14,5,-1,0.0,8.7,2,2,67,07:04 PM,10:07 AM,06:55 AM,04:20 PM,-3,-1,1,-1,17,6,73,0.0,1031,5,10,200,9
2011-11-15,5,-2,0.0,8.7,2,2,59,08:07 PM,10:48 AM,06:57 AM,04:19 PM,-2,0,1,0,5,14,80,0.0,1025,5,10,197,3
2011-11-16,3,-3,0.0,8.7,2,2,52,09:15 PM,11:24 AM,06:58 AM,04:17 PM,-3,0,1,0,7,1,79,0.0,1027,3,10,156,4
2011-11-17,3,-4,0.0,8.7,2,2,44,10:24 PM,11:54 AM,07:00 AM,04:16 PM,-5,-4,-1,-4,18,16,75,0.0,1028,3,10,201,10
2011-11-18,4,-4,0.0,8.7,2,2,37,11:37 PM,12:21 PM,07:01 AM,04:15 PM,-6,-3,-1,-3,12,12,70,0.0,1028,4,10,205,7
2011-11-19,2,-4,0.0,8.7,2,2,29,No moonrise,12:46 PM,07:03 AM,04:14 PM,-7,-4,-1,-4,13,30,69,0.0,1027,2,10,194,7
2011-11-20,1,-5,0.0,8.7,2,2,22,12:51 AM,01:12 PM,07:04 AM,04:13 PM,-8,-6,-3,-6,14,21,67,0.0,1028,1,10,190,8
2011-11-21,-1,-6,0.0,8.7,2,2,14,02:07 AM,01:38 PM,07:06 AM,04:13 PM,-11,-8,-4,-8,17,9,59,0.0,1027,-1,10,183,11
2011-11-22,-2,-6,0.0,8.7,2,2,6,03:26 AM,02:08 PM,07:07 AM,04:12 PM,-11,-7,-4,-7,11,18,59,0.0,1027,-2,10,171,7
2011-11-23,0,-5,0.0,6.9,2,2,0,04:46 AM,02:42 PM,07:08 AM,04:11 PM,-8,-5,-4,-5,7,40,72,0.0,1032,0,10,182,4
